# b/R, abs(apm)/app, R = 6.624
0, nan
0.004, 0.0101861
0.008, 0.0102066
0.012, 0.0102272
0.016, 0.0102479
0.02, 0.0102686
0.024, 0.0102895
0.028, 0.0103103
0.032, 0.0103314
0.036, 0.0103525
0.04, 0.0103735
0.044, 0.0103946
0.048, 0.0104159
0.052, 0.0104372
0.056, 0.0104586
0.06, 0.0104801
0.064, 0.0105018
0.068, 0.0105235
0.072, 0.0105453
0.076, 0.0105673
0.08, 0.0105893
0.084, 0.0106115
0.088, 0.0106338
0.092, 0.0106562
0.096, 0.0106788
0.1, 0.0107013
0.104, 0.010724
0.108, 0.0107467
0.112, 0.0107694
0.116, 0.0107922
0.12, 0.0108151
0.124, 0.0108382
0.128, 0.0108614
0.132, 0.0108847
0.136, 0.0109081
0.14, 0.0109316
0.144, 0.0109552
0.148, 0.0109789
0.152, 0.0110026
0.156, 0.0110265
0.16, 0.0110504
0.164, 0.0110744
0.168, 0.0110986
0.172, 0.0111228
0.176, 0.0111471
0.18, 0.0111716
0.184, 0.0111961
0.188, 0.0112208
0.192, 0.0112455
0.196, 0.0112704
0.2, 0.0112955
0.204, 0.0113207
0.208, 0.011346
0.212, 0.0113714
0.216, 0.0113969
0.22, 0.0114225
0.224, 0.0114482
0.228, 0.011474
0.232, 0.0115
0.236, 0.0115261
0.24, 0.0115523
0.244, 0.0115786
0.248, 0.0116051
0.252, 0.0116317
0.256, 0.0116584
0.26, 0.0116853
0.264, 0.0117123
0.268, 0.0117394
0.272, 0.0117666
0.276, 0.0117939
0.28, 0.0118214
0.284, 0.0118489
0.288, 0.0118766
0.292, 0.0119045
0.296, 0.0119325
0.3, 0.0119606
0.304, 0.0119888
0.308, 0.0120172
0.312, 0.0120457
0.316, 0.0120743
0.32, 0.0121031
0.324, 0.012132
0.328, 0.0121611
0.332, 0.0121903
0.336, 0.0122196
0.34, 0.0122491
0.344, 0.0122787
0.348, 0.0123085
0.352, 0.0123384
0.356, 0.0123685
0.36, 0.0123987
0.364, 0.012429
0.368, 0.0124595
0.372, 0.0124902
0.376, 0.012521
0.38, 0.0125519
0.384, 0.012583
0.388, 0.0126143
0.392, 0.0126457
0.396, 0.0126773
0.4, 0.012709
0.404, 0.0127409
0.408, 0.0127729
0.412, 0.0128051
0.416, 0.0128375
0.42, 0.01287
0.424, 0.0129027
0.428, 0.0129355
0.432, 0.0129686
0.436, 0.0130017
0.44, 0.0130351
0.444, 0.0130686
0.448, 0.0131023
0.452, 0.0131362
0.456, 0.0131703
0.46, 0.0132046
0.464, 0.013239
0.468, 0.0132736
0.472, 0.0133084
0.476, 0.0133433
0.48, 0.0133785
0.484, 0.0134138
0.488, 0.0134493
0.492, 0.0134849
0.496, 0.0135208
0.5, 0.0135569
0.504, 0.0135932
0.508, 0.0136297
0.512, 0.0136663
0.516, 0.0137032
0.52, 0.0137403
0.524, 0.0137776
0.528, 0.0138152
0.532, 0.013853
0.536, 0.013891
0.54, 0.0139291
0.544, 0.0139674
0.548, 0.0140058
0.552, 0.0140445
0.556, 0.0140834
0.56, 0.0141225
0.564, 0.0141618
0.568, 0.0142014
0.572, 0.0142412
0.576, 0.0142812
0.58, 0.0143214
0.584, 0.0143619
0.588, 0.0144027
0.592, 0.0144437
0.596, 0.0144849
0.6, 0.0145263
0.604, 0.014568
0.608, 0.0146099
0.612, 0.0146521
0.616, 0.0146945
0.62, 0.0147371
0.624, 0.01478
0.628, 0.014823
0.632, 0.0148664
0.636, 0.0149099
0.64, 0.0149538
0.644, 0.0149978
0.648, 0.0150421
0.652, 0.0150868
0.656, 0.0151318
0.66, 0.0151771
0.664, 0.0152226
0.668, 0.0152683
0.672, 0.0153143
0.676, 0.0153606
0.68, 0.0154071
0.684, 0.0154539
0.688, 0.015501
0.692, 0.0155483
0.696, 0.015596
0.7, 0.015644
0.704, 0.0156924
0.708, 0.0157411
0.712, 0.0157901
0.716, 0.0158394
0.72, 0.015889
0.724, 0.0159386
0.728, 0.0159886
0.732, 0.016039
0.736, 0.0160898
0.74, 0.0161407
0.744, 0.0161919
0.748, 0.0162436
0.752, 0.0162959
0.756, 0.0163483
0.76, 0.016401
0.764, 0.0164543
0.768, 0.0165079
0.772, 0.0165617
0.776, 0.0166159
0.78, 0.0166705
0.784, 0.0167253
0.788, 0.0167805
0.792, 0.0168361
0.796, 0.0168922
0.8, 0.0169486
0.804, 0.0170055
0.808, 0.0170625
0.812, 0.0171199
0.816, 0.0171777
0.82, 0.0172359
0.824, 0.0172946
0.828, 0.0173537
0.832, 0.0174133
0.836, 0.0174732
0.84, 0.0175336
0.844, 0.0175944
0.848, 0.0176556
0.852, 0.017717
0.856, 0.017779
0.86, 0.0178416
0.864, 0.0179045
0.868, 0.0179678
0.872, 0.0180316
0.876, 0.0180958
0.88, 0.0181604
0.884, 0.0182255
0.888, 0.0182912
0.892, 0.0183573
0.896, 0.0184239
0.9, 0.018491
0.904, 0.0185586
0.908, 0.0186266
0.912, 0.0186952
0.916, 0.0187643
0.92, 0.018834
0.924, 0.018904
0.928, 0.0189746
0.932, 0.0190457
0.936, 0.0191173
0.94, 0.0191895
0.944, 0.0192623
0.948, 0.0193357
0.952, 0.0194096
0.956, 0.0194841
0.96, 0.0195592
0.964, 0.0196349
0.968, 0.0197112
0.972, 0.019788
0.976, 0.0198654
0.98, 0.0199435
0.984, 0.0200221
0.988, 0.0201013
0.992, 0.0201811
0.996, 0.0202616
1, 0.0203427
1.004, 0.0204245
1.008, 0.0205069
1.012, 0.02059
1.016, 0.0206738
1.02, 0.0207583
1.024, 0.0208434
1.028, 0.0209292
1.032, 0.0210157
1.036, 0.021103
1.04, 0.0211911
1.044, 0.0212799
1.048, 0.0213695
1.052, 0.0214598
1.056, 0.0215509
1.06, 0.0216429
1.064, 0.0217355
1.068, 0.0218289
1.072, 0.0219232
1.076, 0.0220182
1.08, 0.0221141
1.084, 0.0222108
1.088, 0.0223083
1.092, 0.0224067
1.096, 0.0225061
1.1, 0.0226063
1.104, 0.0227074
1.108, 0.0228095
1.112, 0.0229124
1.116, 0.0230162
1.12, 0.023121
1.124, 0.0232268
1.128, 0.0233335
1.132, 0.0234411
1.136, 0.0235498
1.14, 0.0236593
1.144, 0.0237698
1.148, 0.0238815
1.152, 0.0239943
1.156, 0.0241082
1.16, 0.0242231
1.164, 0.0243391
1.168, 0.0244562
1.172, 0.0245745
1.176, 0.024694
1.18, 0.0248146
1.184, 0.0249365
1.188, 0.0250595
1.192, 0.0251838
1.196, 0.0253093
1.2, 0.025436
1.204, 0.025564
1.208, 0.0256933
1.212, 0.0258239
1.216, 0.0259558
1.22, 0.026089
1.224, 0.0262237
1.228, 0.0263598
1.232, 0.0264974
1.236, 0.0266365
1.24, 0.026777
1.244, 0.0269191
1.248, 0.0270627
1.252, 0.0272078
1.256, 0.0273543
1.26, 0.0275024
1.264, 0.0276522
1.268, 0.0278035
1.272, 0.0279564
1.276, 0.028111
1.28, 0.0282675
1.284, 0.0284255
1.288, 0.0285853
1.292, 0.028747
1.296, 0.0289105
1.3, 0.0290759
1.304, 0.0292434
1.308, 0.0294128
1.312, 0.0295842
