# app, apm, abs(apm)/app
4.80098e-08, -2.53175e-09, 0.052734
2.08654e-07, -1.31707e-08, 0.0631221
6.23228e-07, -4.86437e-08, 0.0780512
1.66869e-06, -1.69759e-07, 0.101732
3.6437e-06, -4.90946e-07, 0.134738
7.12665e-06, -1.32317e-06, 0.185664
1.24227e-05, -3.43347e-06, 0.276386
1.62845e-05, -7.88962e-06, 0.484488
0, 0, nan
