# app, apm, abs(apm)/app
7.94375e-08, -1.02254e-09, 0.0128723
2.64569e-07, -4.001e-09, 0.0151227
7.22605e-07, -1.37107e-08, 0.0189739
1.72938e-06, -4.40325e-08, 0.0254614
3.31801e-06, -1.17249e-07, 0.0353373
5.36494e-06, -2.86377e-07, 0.0533793
6.86496e-06, -6.83533e-07, 0.0995685
2.9939e-06, -1.23077e-06, 0.411093
0, 0, nan
