# app, apm, abs(apm)/app
5.28229e-08, -6.68627e-09, 0.126579
1.80089e-07, -2.66898e-08, 0.148203
6.3358e-07, -1.11457e-07, 0.175916
1.68482e-06, -3.66715e-07, 0.217659
3.70038e-06, -9.91366e-07, 0.267909
8.22544e-06, -2.78662e-06, 0.338781
1.814e-05, -7.93645e-06, 0.437512
3.97547e-05, -2.32806e-05, 0.585605
3.58383e-05, -3.08698e-05, 0.861363
