# app, apm, abs(apm)/app
1.75866e-08, -9.33833e-10, 0.0530993
7.40665e-08, -4.68258e-09, 0.0632213
2.24953e-07, -1.77473e-08, 0.0788935
5.93662e-07, -6.14121e-08, 0.103446
1.26067e-06, -1.73511e-07, 0.137634
2.48393e-06, -4.76822e-07, 0.191963
4.41161e-06, -1.28455e-06, 0.291176
6.1235e-06, -3.16509e-06, 0.516875
0, 0, nan
