# app, apm, abs(apm)/app
1.48336e-08, -1.89948e-09, 0.128052
5.74867e-08, -8.57402e-09, 0.149148
1.59385e-07, -2.87895e-08, 0.180628
3.87899e-07, -8.80648e-08, 0.22703
7.90388e-07, -2.26173e-07, 0.286155
1.56731e-06, -5.78702e-07, 0.369233
2.93002e-06, -1.45235e-06, 0.495678
4.29159e-06, -3.04656e-06, 0.70989
0, 0, nan
