# app, apm, abs(apm)/app
3.53543e-08, -1.85253e-09, 0.0523989
1.20632e-07, -7.57107e-09, 0.0627618
4.24851e-07, -3.24996e-08, 0.0764965
1.13169e-06, -1.11281e-07, 0.0983316
2.49127e-06, -3.15678e-07, 0.126714
5.5588e-06, -9.51342e-07, 0.171142
1.23441e-05, -2.99772e-06, 0.242847
2.74836e-05, -1.03334e-05, 0.375986
2.68521e-05, -1.97536e-05, 0.735644
