# app, apm, abs(apm)/app
5.09803e-08, -2.70781e-09, 0.0531147
1.97818e-07, -1.27156e-08, 0.0642794
4.92895e-07, -3.93754e-08, 0.079886
1.1023e-06, -1.18311e-07, 0.107331
2.01123e-06, -2.95834e-07, 0.147091
3.33363e-06, -6.94361e-07, 0.20829
4.43195e-06, -1.52266e-06, 0.343565
2.60723e-06, -1.81888e-06, 0.697628
0, 0, nan
