# app, apm, abs(apm)/app
3.90257e-09, -4.74489e-11, 0.0121584
1.7342e-08, -2.50866e-10, 0.0144658
4.91203e-08, -8.5587e-10, 0.017424
1.30323e-07, -2.87473e-09, 0.0220585
2.94137e-07, -8.24892e-09, 0.0280445
6.77518e-07, -2.45786e-08, 0.0362774
1.59077e-06, -8.01462e-08, 0.0503821
4.03615e-06, -3.15678e-07, 0.0782126
8.72022e-06, -1.45698e-06, 0.167081
