# app, apm, abs(apm)/app
7.55569e-08, -4.03881e-09, 0.0534538
2.91843e-07, -1.90074e-08, 0.0651289
6.89015e-07, -5.51491e-08, 0.0800405
1.49452e-06, -1.59634e-07, 0.106813
2.71459e-06, -3.90194e-07, 0.14374
4.3447e-06, -8.98047e-07, 0.206699
5.48231e-06, -1.90802e-06, 0.348033
3.42028e-06, -2.33442e-06, 0.682525
0, 0, nan
