0.1355   2.30        705.6     
0.1384   4.05        577.6     
0.1439   5.75        433.5     
0.1533   7.43        291.5     
0.1661   8.80        190.2    
0.1840   9.98        118.5     
0.2112   11.04        69.7     
0.2587   12.03        37.8     
0.3741   12.96        18.7     
