0.1393   2.29       557.6     
0.1424   4.05       459.5     
0.1480   5.72       348.7
0.1577   7.41       237.7
0.1708   8.76       157.8
0.1893   9.93       100.4
0.2173   10.99       60.1
0.2661   11.97       33.2
0.3847   12.90       16.6
