0.1137 2.4274   1601.0
0.1162 4.3108   1294.0    
0.1208 6.0499   966.0    
0.1288 7.8093   649.0    
0.1395 9.2318   426.0   
0.1545 10.4715  261.0    
0.1774 11.5797  149.0   
0.2172 12.5794  76.0   
0.3141 13.5183  35.0   

