# app, apm, abs(apm)/app
1.11737e-08, -1.42225e-09, 0.127286
3.28057e-08, -4.88613e-09, 0.148942
6.7393e-08, -1.20619e-08, 0.178978
1.22372e-07, -2.73996e-08, 0.223904
1.87381e-07, -5.27237e-08, 0.281372
2.56746e-07, -9.24771e-08, 0.360189
2.94276e-07, -1.40811e-07, 0.478498
2.03829e-07, -1.39336e-07, 0.683595
0, 0, nan
