# app, apm, abs(apm)/app
1.00583e-07, -1.32163e-08, 0.131397
2.87853e-07, -4.34205e-08, 0.150843
6.34224e-07, -1.15858e-07, 0.182677
1.16775e-06, -2.70809e-07, 0.231906
1.74123e-06, -5.1731e-07, 0.297094
2.17685e-06, -8.53292e-07, 0.391985
2.04102e-06, -1.12052e-06, 0.548997
4.80349e-07, -4.15968e-07, 0.865971
0, 0, nan
