# app, apm, abs(apm)/app
3.3746e-08, -4.34407e-10, 0.0128729
9.66896e-08, -1.46212e-09, 0.0151218
2.13455e-07, -4.05021e-09, 0.0189746
3.94308e-07, -1.00404e-08, 0.0254632
5.90947e-07, -2.08816e-08, 0.0353358
7.45601e-07, -3.97987e-08, 0.053378
7.15571e-07, -7.12462e-08, 0.0995655
1.98286e-07, -8.15138e-08, 0.411092
0, 0, nan
