# app, apm, abs(apm)/app
6.67336e-11, -3.53154e-12, 0.05292
1.07883e-10, -6.88867e-12, 0.0638533
1.20482e-10, -9.50549e-12, 0.0788958
1.05042e-10, -1.08652e-11, 0.103436
7.36092e-11, -1.01365e-11, 0.137707
4.11021e-11, -7.89436e-12, 0.192067
1.50332e-11, -4.37698e-12, 0.291154
3.64119e-12, -1.88138e-12, 0.516693
0, 0, nan
