# app, apm, abs(apm)/app
3.27427e-08, -4.16424e-09, 0.127181
1.11572e-07, -1.66176e-08, 0.148941
2.51135e-07, -4.47876e-08, 0.178341
4.92665e-07, -1.09981e-07, 0.223238
7.96039e-07, -2.22323e-07, 0.279287
1.13802e-06, -4.05128e-07, 0.355995
1.38696e-06, -6.53632e-07, 0.471271
1.07666e-06, -7.17528e-07, 0.666439
0, 0, nan
