# app, apm, abs(apm)/app
3.34421e-11, -4.16361e-13, 0.0124502
5.40904e-11, -8.15483e-13, 0.0150763
6.04535e-11, -1.13171e-12, 0.0187203
5.27689e-11, -1.30779e-12, 0.0247834
3.70385e-11, -1.24368e-12, 0.0335781
2.07399e-11, -1.00783e-12, 0.0485938
7.63229e-12, -6.16268e-13, 0.0807448
1.89115e-12, -3.64549e-13, 0.192766
0, 0, nan
