# app, apm, abs(apm)/app
8.28238e-09, -1.08548e-09, 0.131059
1.73162e-08, -2.62788e-09, 0.151758
2.75115e-08, -5.08189e-09, 0.184719
3.76931e-08, -8.92943e-09, 0.236898
4.40063e-08, -1.34746e-08, 0.306197
4.44204e-08, -1.811e-08, 0.407695
3.25425e-08, -1.89632e-08, 0.582721
8.58052e-10, -8.34352e-10, 0.972379
0, 0, nan
