# app, apm, abs(apm)/app
5.96991e-08, -7.5862e-09, 0.127074
2.39414e-07, -3.55528e-08, 0.148499
6.42497e-07, -1.14177e-07, 0.177708
1.55997e-06, -3.45669e-07, 0.221587
3.1792e-06, -8.79749e-07, 0.276721
5.83487e-06, -2.05324e-06, 0.351892
8.35466e-06, -3.87868e-06, 0.464254
8.42109e-06, -5.47467e-06, 0.650114
0, 0, nan
