# app, apm, abs(apm)/app
1.06435e-07, -1.35252e-08, 0.127074
4.62902e-07, -6.87406e-08, 0.148499
1.35198e-06, -2.40257e-07, 0.177708
3.54823e-06, -7.86243e-07, 0.221587
7.5423e-06, -2.08711e-06, 0.276721
1.37863e-05, -4.8513e-06, 0.351892
1.78692e-05, -8.29583e-06, 0.464254
1.53681e-05, -9.99103e-06, 0.650114
0, 0, nan
