# app, apm, abs(apm)/app
1.82866e-08, -2.26627e-10, 0.0123931
6.70375e-08, -9.98758e-10, 0.0148985
1.58443e-07, -2.92099e-09, 0.0184356
3.06842e-07, -7.44613e-09, 0.024267
4.6554e-07, -1.51165e-08, 0.0324709
6.14261e-07, -2.82044e-08, 0.0459161
6.91332e-07, -5.07123e-08, 0.0733545
5.06685e-07, -8.11414e-08, 0.160142
0, 0, nan
