# app, apm, abs(apm)/app
1.95107e-07, -2.56364e-08, 0.131397
6.04805e-07, -9.12305e-08, 0.150843
1.45813e-06, -2.66367e-07, 0.182677
2.79403e-06, -6.47953e-07, 0.231906
3.98711e-06, -1.18454e-06, 0.297094
4.46611e-06, -1.75065e-06, 0.391985
3.63223e-06, -1.99408e-06, 0.548997
7.34576e-07, -6.36122e-07, 0.865971
0, 0, nan
