# app, apm, abs(apm)/app
1.01062e-08, -5.32919e-10, 0.0527318
3.09496e-08, -1.95353e-09, 0.0631198
6.45252e-08, -5.03622e-09, 0.0780505
1.14686e-07, -1.16671e-08, 0.101731
1.69048e-07, -2.27774e-08, 0.134739
2.21894e-07, -4.11968e-08, 0.18566
2.43881e-07, -6.74055e-08, 0.276386
1.64178e-07, -7.95433e-08, 0.484493
0, 0, nan
