# app, apm, abs(apm)/app
6.54588e-08, -8.42643e-10, 0.0128729
2.03154e-07, -3.07205e-09, 0.0151218
4.9075e-07, -9.31178e-09, 0.0189746
9.43444e-07, -2.40231e-08, 0.0254632
1.35316e-06, -4.78149e-08, 0.0353358
1.5297e-06, -8.16526e-08, 0.053378
1.27344e-06, -1.26791e-07, 0.0995655
3.0323e-07, -1.24655e-07, 0.411092
0, 0, nan
