# app, apm, abs(apm)/app
9.69184e-09, -1.27021e-09, 0.131059
2.0556e-08, -3.11954e-09, 0.151758
3.27061e-08, -6.04144e-09, 0.184719
4.43988e-08, -1.0518e-08, 0.236898
5.10228e-08, -1.5623e-08, 0.306197
5.03724e-08, -2.05365e-08, 0.407695
3.58888e-08, -2.09131e-08, 0.582721
9.18172e-10, -8.92811e-10, 0.972379
0, 0, nan
