# app, apm, abs(apm)/app
5.45178e-08, -6.93363e-09, 0.127181
1.99599e-07, -2.97284e-08, 0.148941
4.709e-07, -8.39807e-08, 0.178341
9.09275e-07, -2.02985e-07, 0.223238
1.37377e-06, -3.83675e-07, 0.279287
1.80022e-06, -6.40871e-07, 0.355995
1.99804e-06, -9.41619e-07, 0.471271
1.402e-06, -9.34345e-07, 0.666439
0, 0, nan
