# app, apm, abs(apm)/app
1.00046e-10, -1.27741e-11, 0.127682
1.61223e-10, -2.42558e-11, 0.150448
1.8007e-10, -3.25273e-11, 0.180637
1.56167e-10, -3.54519e-11, 0.227013
1.09463e-10, -3.13359e-11, 0.28627
6.08164e-11, -2.24644e-11, 0.36938
2.19191e-11, -1.08647e-11, 0.495675
5.14215e-12, -3.64951e-12, 0.709724
0, 0, nan
