# app, apm, abs(apm)/app
6.48794e-09, -3.5374e-10, 0.0545228
1.37712e-08, -8.88142e-10, 0.0644926
2.19385e-08, -1.77662e-09, 0.0809817
2.98475e-08, -3.2508e-09, 0.108914
3.44182e-08, -5.16399e-09, 0.150037
3.41994e-08, -7.52014e-09, 0.219891
2.48012e-08, -9.25203e-09, 0.373048
7.79903e-10, -7.33636e-10, 0.940676
0, 0, nan
