# app, apm, abs(apm)/app
3.35582e-11, -4.17806e-13, 0.0124502
5.41523e-11, -8.16416e-13, 0.0150763
6.0596e-11, -1.13438e-12, 0.0187203
5.27161e-11, -1.30648e-12, 0.0247834
3.71156e-11, -1.24627e-12, 0.0335781
2.07795e-11, -1.00975e-12, 0.0485938
7.61226e-12, -6.14651e-13, 0.0807448
1.889e-12, -3.64135e-13, 0.192766
0, 0, nan
