# app, apm, abs(apm)/app
3.64901e-08, -1.92239e-09, 0.0526824
1.33705e-07, -8.43939e-09, 0.0631195
3.15789e-07, -2.4545e-08, 0.0777261
6.10897e-07, -6.19244e-08, 0.101366
9.25402e-07, -1.23526e-07, 0.133484
1.21794e-06, -2.22605e-07, 0.182772
1.36362e-06, -3.68587e-07, 0.2703
9.82324e-07, -4.55955e-07, 0.46416
0, 0, nan
