# app, apm, abs(apm)/app
1.3061e-07, -7.14226e-09, 0.0546839
4.05169e-07, -2.59495e-08, 0.0640461
9.78013e-07, -7.81771e-08, 0.0799347
1.87788e-06, -1.99311e-07, 0.106136
2.68826e-06, -3.88051e-07, 0.14435
3.02879e-06, -6.30771e-07, 0.208259
2.49919e-06, -8.49406e-07, 0.339873
5.51942e-07, -4.10218e-07, 0.743226
0, 0, nan
