# app, apm, abs(apm)/app
6.69652e-11, -3.5438e-12, 0.05292
1.08006e-10, -6.89655e-12, 0.0638533
1.20766e-10, -9.52789e-12, 0.0788958
1.04937e-10, -1.08543e-11, 0.103436
7.37623e-11, -1.01576e-11, 0.137707
4.11806e-11, -7.90943e-12, 0.192067
1.49938e-11, -4.36549e-12, 0.291154
3.63706e-12, -1.87924e-12, 0.516693
0, 0, nan
