# app, apm, abs(apm)/app
3.25158e-09, -4.17313e-11, 0.0128342
6.90517e-09, -1.05164e-10, 0.0152298
1.1009e-08, -2.11702e-10, 0.01923
1.4997e-08, -3.92373e-10, 0.0261635
1.73293e-08, -6.38702e-10, 0.0368567
1.72843e-08, -9.83748e-10, 0.0569157
1.26727e-08, -1.44219e-09, 0.113803
5.17378e-10, -4.15002e-10, 0.802125
0, 0, nan
